"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"B3QHAW9V","webpage","2020","Unsplash","Photo by Mary Ray on Unsplash","","","","","https://unsplash.com/photos/aY9mFBcQx3U","Download this photo by Mary Ray on Unsplash","2020-08-08","2023-03-16 13:27:56","2024-01-12 09:11:04","2023-03-16 13:27:56","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XF6X6JSB","webpage","2019","Unsplash","Photo de Andy Holmes sur Unsplash","","","","","https://unsplash.com/fr/photos/fWn5B2aKjYA","Moraine Lake has been somewhere I've wanted to visit for 15 years. Last week I finally managed to go there with my Fiancée and what an absolutely beautiful lake it is. When we landed in Calgary we had a 1.5 hour drive to our hotel in Banff and then slept for 3 hours before going on the drive up to Moraine Lake. We arrived at 5:30 to beat the crowds and got super lucky with the weather as it had rained the night before. This place is very special, and everyone should go and see it at least once. I can't wait to go back – Télécharger cette photo de Andy Holmes sur Unsplash","2019-07-06","2023-03-15 22:19:33","2024-01-12 09:11:04","2023-03-15 22:19:33","","","","","","","","","","","","","","fr-FR","","","","","","","","","C:\Users\rapha\Zotero\storage\N6LEWY2R\fWn5B2aKjYA.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R78E44ZW","webpage","2021","Unsplash","Photo de Dropped Magazine sur Unsplash","","","","","https://unsplash.com/fr/photos/4m6fF-V9U0k","The mountains ahead. In 2018, two friends, Bryn and Stu, embarked on a cycling trip across South America. With a limited budget and an incredibly light set up, they decided on a route that capitalised on some of the continent's more unique geography.  To read the full article, visit https://www.droppedmag.com – Télécharger cette photo de Dropped Magazine sur Unsplash","2021-12-07","2023-03-15 22:19:23","2024-01-12 09:11:04","2023-03-15 22:19:23","","","","","","","","","","","","","","fr-FR","","","","","","","","","C:\Users\rapha\Zotero\storage\ZJX4SNE3\4m6fF-V9U0k.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJWQSSN3","webpage","2018","Unsplash","Photo de Francesco Ungaro sur Unsplash","","","","","https://unsplash.com/fr/photos/BFkdcRhAPXo","Per Aspera – Télécharger cette photo de Francesco Ungaro sur Unsplash","2018-09-28","2023-03-15 14:59:58","2024-01-12 09:11:04","2023-03-15 14:59:58","","","","","","","","","","","","","","fr-FR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YL2KTTBC","webpage","2019","Unsplash","Photo de Devon Hawkins sur Unsplash","","","","","https://unsplash.com/fr/photos/WDAjGgL8s6s","Télécharger cette photo de Devon Hawkins sur Unsplash","2019-12-04","2023-03-15 08:35:42","2024-01-12 09:11:04","2023-03-15 08:35:42","","","","","","","","","","","","","","fr-FR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XAL7QKCZ","webpage","2021","Unsplash","Photo de Gilberto Olimpio sur Unsplash","","","","","https://unsplash.com/fr/photos/pne-hqt61Hg","Sunset at Mungo National Park, Australia – Télécharger cette photo de Gilberto Olimpio sur Unsplash","2021-06-14","2023-03-15 09:01:12","2024-01-12 09:11:04","2023-03-15 09:01:12","","","","","","","","","","","","","","fr-FR","","","","","","","","","C:\Users\rapha\Zotero\storage\AC2JP9RL\pne-hqt61Hg.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FPAPKDEJ","webpage","2020","Unsplash","Photo de Alec Krum sur Unsplash","","","","","https://unsplash.com/fr/photos/Y8Xvlz2lP5k","Télécharger cette photo de Alec Krum sur Unsplash","2020-02-12","2023-03-15 07:55:49","2024-01-12 09:11:04","2023-03-15 07:55:49","","","","","","","","","","","","","","fr-FR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XHS8KC33","webpage","2019","Unsplash","Photo by Mehdi MeSSrro on Unsplash","","","","","https://unsplash.com/photos/pNqyIWf4XaY","Fly – Download this photo by Mehdi MeSSrro on Unsplash","2019-11-06","2023-03-21 15:15:55","2024-01-12 09:11:04","2023-03-21 15:15:55","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9BB4MMB","webpage","","","white concrete building near body of water during daytime photo – Free Isole eolie laghetto di salina Image on Unsplash","","","","","https://unsplash.com/photos/OfOe1nU_UWk?utm_source=Start&utm_medium=referral&utm_campaign=api-credit","","","2023-03-21 15:44:45","2024-01-12 09:11:04","2023-03-21 15:44:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8YQK724","webpage","2017","Unsplash","Photo by Inés Álvarez Fdez on Unsplash","","","","","https://unsplash.com/photos/8k_B_BfBpY4","Did you ever seen Spanish mountains like those? Feeling nature is something amazing, it doesn’t matter where, it’s just magic – Download this photo by Inés Álvarez Fdez on Unsplash","2017-12-22","2023-03-21 11:18:55","2024-01-12 09:11:04","2023-03-21 11:18:55","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\P5WTWHLU\8k_B_BfBpY4.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWUGJXNK","webpage","2021","Unsplash","Photo by Azzedine Rouichi on Unsplash","","","","","https://unsplash.com/photos/WegzQ1CY7eg","Ahaggar National Park (Tassili du Hoggar) - Algerian Sahara - photo made by rouichi / switzerland – Download this photo by Azzedine Rouichi on Unsplash","2021-09-25","2023-03-20 20:08:32","2024-01-12 09:11:04","2023-03-20 20:08:32","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9MACCA6","webpage","2019","Unsplash","Photo by Perry Kibler on Unsplash","","","","","https://unsplash.com/photos/03zz73y2Q98","Moraine Lake in Banff National Park.  – Download this photo by Perry Kibler on Unsplash","2019-10-11","2023-03-20 19:55:07","2024-01-12 09:11:04","2023-03-20 19:55:07","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\SMRMRNWI\03zz73y2Q98.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YL36MM9","webpage","2018","Unsplash","Photo by Alessio Soggetti on Unsplash","","","","","https://unsplash.com/photos/wH3POmZAsio","Download this photo by Alessio Soggetti on Unsplash","2018-11-27","2023-03-20 19:44:12","2024-01-12 09:11:04","2023-03-20 19:44:12","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5MV9YLJ","webpage","2022","Unsplash","Photo by Milo Rossi on Unsplash","","","","","https://unsplash.com/photos/mI_DXF1KkQ8","Gorgeous sunset in Khlan valley resting neaby a cold fresh spring  – Download this photo by Milo Rossi on Unsplash","2022-08-03","2023-03-20 19:05:50","2024-01-12 09:11:04","2023-03-20 19:05:50","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DSINAX8T","webpage","2020","Unsplash","Photo by sterlinglanier Lanier on Unsplash","","","","","https://unsplash.com/photos/tZFHl3QZQQU","road to denali mountains – Download this photo by sterlinglanier Lanier on Unsplash","2020-06-19","2023-03-20 19:05:44","2024-01-12 09:11:04","2023-03-20 19:05:44","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5C4PIF62","webpage","2020","Unsplash","Photo by Racim Amr on Unsplash","","","","","https://unsplash.com/photos/SLZjXWz8YFo","Download this photo by Racim Amr on Unsplash","2020-08-30","2023-03-20 17:42:14","2024-01-12 09:11:04","2023-03-20 17:42:14","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\DM8HKXDF\SLZjXWz8YFo.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W32LYDFG","webpage","2022","Unsplash","Photo by Mahbod Akhzami on Unsplash","","","","","https://unsplash.com/photos/NtEgWqUnj-Y","Download this photo by Mahbod Akhzami on Unsplash","2022-06-05","2023-03-20 16:18:35","2024-01-12 09:11:04","2023-03-20 16:18:35","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N7EM998A","webpage","2022","Unsplash","Photo by Bernd 📷 Dittrich on Unsplash","","","","","https://unsplash.com/photos/PgqAt8_-PdA","Fog from the sea approaching the hills on the coast near Chapmans Peak, South Africa – Download this photo by Bernd 📷 Dittrich on Unsplash","2022-02-19","2023-03-24 18:30:04","2024-01-12 09:11:04","2023-03-24 18:30:04","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\6RS82RVK\PgqAt8_-PdA.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LWZP8N9B","webpage","2017","Unsplash","Photo by eberhard 🖐 grossgasteiger on Unsplash","","","","","https://unsplash.com/photos/u4RMq06Qg3M","Moon’sun, but not the wind or the rain! :-) – Download this photo by eberhard 🖐 grossgasteiger on Unsplash","2017-11-03","2023-03-24 18:29:26","2024-01-12 09:11:04","2023-03-24 18:29:26","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTZDFQ9P","webpage","2021","Unsplash","Photo by Kellen Riggin on Unsplash","","","","","https://unsplash.com/photos/3oX_10TS294","Download this photo by Kellen Riggin on Unsplash","2021-05-15","2023-03-24 09:57:24","2024-01-12 09:11:04","2023-03-24 09:57:24","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\3SBVNLMN\3oX_10TS294.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVTQW5MJ","webpage","2020","Unsplash","Photo by Mihály Köles on Unsplash","","","","","https://unsplash.com/photos/tK3RHLA0pVo","Mountain hike with skis. The path is difficult but the view worth the effort.  – Download this photo by Mihály Köles on Unsplash","2020-02-21","2023-03-24 09:35:44","2024-01-12 09:11:04","2023-03-24 09:35:44","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\6C9JCAIJ\tK3RHLA0pVo.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XUCXCKPY","webpage","2017","Unsplash","Photo by Jazmin Ali on Unsplash","","","","","https://unsplash.com/photos/Xrcx2VINjP8","Shooting film for the first time in the mountains! – Download this photo by Jazmin Ali on Unsplash","2017-07-13","2023-03-24 09:34:57","2024-01-12 09:11:04","2023-03-24 09:34:57","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YNXIA35N","webpage","2022","Unsplash","Photo by Francesco Ungaro on Unsplash","","","","","https://unsplash.com/photos/Yg64tDZyQHY","Download this photo by Francesco Ungaro on Unsplash","2022-03-07","2023-03-23 15:33:25","2024-01-12 09:11:04","2023-03-23 15:33:25","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VNYV4MVE","webpage","2021","Unsplash","Photo by Marek Piwnicki on Unsplash","","","","","https://unsplash.com/photos/iBVJxyIxeGo","Mount Kazbek – Download this photo by Marek Piwnicki on Unsplash","2021-07-26","2023-03-23 11:03:42","2024-01-12 09:11:04","2023-03-23 11:03:42","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFRBLN5E","webpage","2020","Unsplash","Photo by Daniel Seßler on Unsplash","","","","","https://unsplash.com/photos/B91Gz3QNANE","Download this photo by Daniel Seßler on Unsplash","2020-11-11","2023-03-22 13:12:25","2024-01-12 09:11:04","2023-03-22 13:12:25","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WUMBATRT","webpage","2023","Unsplash","Photo by Corinn Suess on Unsplash","","","","","https://unsplash.com/photos/abrB3CtVXKU","SD Badlands Sunrise 2022 – Download this photo by Corinn Suess on Unsplash","2023-02-08","2023-03-21 17:33:08","2024-01-12 09:11:04","2023-03-21 17:33:08","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\K8IM553K\abrB3CtVXKU.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM34D5HJ","webpage","2016","Unsplash","Photo by David Marcu on Unsplash","","","","","https://unsplash.com/photos/78A265wPiO4","Alone in the unspoilt wilderness – Download this photo by David Marcu on Unsplash","2016-07-25","2023-03-21 15:44:57","2024-01-12 09:11:04","2023-03-21 15:44:57","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUWP9WXH","webpage","2019","Unsplash","Photo by Lucian Dachman on Unsplash","","","","","https://unsplash.com/photos/qxO2PBn7eKU","The Făgăraș mountains had quite a show going on during a splitboarding and avalanche training session in the Bâlea area. The mix of colours was surreal during this sunset, we could only stare for the whole very few minutes that the colour show lasted. – Download this photo by Lucian Dachman on Unsplash","2019-02-06","2023-03-29 11:56:00","2024-01-12 09:11:04","2023-03-29 11:56:00","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\XSRQVKC8\qxO2PBn7eKU.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZ6BCBKZ","webpage","2022","Unsplash","Photo by Lohit Anupindi on Unsplash","","","","","https://unsplash.com/photos/8WAWp3zCHzI","Canada National Parks – Download this photo by Lohit Anupindi on Unsplash","2022-04-03","2023-03-28 15:25:57","2024-01-12 09:11:04","2023-03-28 15:25:57","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39BH6FCM","webpage","2021","Unsplash","Photo by Zac Porter on Unsplash","","","","","https://unsplash.com/photos/T2wDwrsjTZc","Beuatiful Remarkables mountian range overlooking Queenstown. – Download this photo by Zac Porter on Unsplash","2021-09-28","2023-03-29 13:03:49","2024-01-12 09:11:04","2023-03-29 13:03:49","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\JMY9GMNH\T2wDwrsjTZc.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C4AV9W6E","webpage","2020","Unsplash","Photo by Gabriella Clare Marino on Unsplash","","","","","https://unsplash.com/photos/56qwyKidueY","A medieval street in the town of Assisi, Umbria, Italy, the birthplace of St Francis of Assisi – Download this photo by Gabriella Clare Marino on Unsplash","2020-12-11","2023-03-29 12:08:33","2024-01-12 09:11:04","2023-03-29 12:08:33","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAW6PSMB","webpage","2020","Unsplash","Photo by Stefano Borghi on Unsplash","","","","","https://unsplash.com/photos/SE01ZMinB6Q","Dolomite, Italy.  – Download this photo by Stefano Borghi on Unsplash","2020-09-17","2023-03-29 06:25:21","2024-01-12 09:11:04","2023-03-29 06:25:21","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74MC3MNB","webpage","2019","Unsplash","Photo by Johnny van der Leelie on Unsplash","","","","","https://unsplash.com/photos/h3a7hMonbBI","The Pamir Highway. It’s a name that vibrates strongly in the belly of anyone with a taste for adventure. The high desert of the Pamir invites expletives and superlatives. Like the Altiplano and the Tibetan plateau, this is a harsh and lonely place, inhabited by kind people. Its unforgiving landscape breathes tranquil spirituality. The M41 is the second-highest highway in the world, after the nearby Karakorum Highway. It crosses the whole Pamir region of Tajikistan, running from Osh to Khorog to Dushanbe.  ⠀ Please follow me on instagram www.instagram.com/johnny.vanderleelie  – Download this photo by Johnny van der Leelie on Unsplash","2019-10-17","2023-03-28 15:22:38","2024-01-12 09:11:04","2023-03-28 15:22:38","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJQCZV2X","webpage","2018","Unsplash","Photo by Nikolai Justesen on Unsplash","","","","","https://unsplash.com/photos/dZCtJBQg7-Y","Download this photo by Nikolai Justesen on Unsplash","2018-11-15","2023-03-28 15:22:18","2024-01-12 09:11:04","2023-03-28 15:22:18","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KWFB37PG","webpage","2018","Unsplash","Photo by Vidar Nordli-Mathisen on Unsplash","","","","","https://unsplash.com/photos/My8MPXtu3Zc","Reine, Lofoten II – Download this photo by Vidar Nordli-Mathisen on Unsplash","2018-02-08","2023-03-28 15:22:33","2024-01-12 09:11:04","2023-03-28 15:22:33","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GCWUH9E","webpage","2020","Unsplash","Photo by Atul Vinayak on Unsplash","","","","","https://unsplash.com/photos/hZioHCEWSAE","Mt Fuji at Dawn – Download this photo by Atul Vinayak on Unsplash","2020-01-04","2023-03-28 14:59:36","2024-01-12 09:11:04","2023-03-28 14:59:36","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\3QDH8UG9\hZioHCEWSAE.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXIVEZKL","webpage","2021","Unsplash","Photo by mostafa meraji on Unsplash","","","","","https://unsplash.com/photos/d-u_9MEiNG4","گرگ دره در تفرش - استان مرکزی – Download this photo by mostafa meraji on Unsplash","2021-11-01","2023-03-24 18:51:12","2024-01-12 09:11:04","2023-03-24 18:51:12","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S5RTQCXI","webpage","","","Green trees near lake and snow covered mountain during daytime photo – Free Nature Image on Unsplash","","","","","https://unsplash.com/photos/green-trees-near-lake-and-snow-covered-mountain-during-daytime-GfQCfixxKNU?utm_source=Start&utm_medium=referral&utm_campaign=api-credit","","","2023-12-04 11:12:19","2024-01-12 08:53:10","2023-12-04 11:12:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NVNS4Q9D","webpage","","","Brown rock formation under blue sky photo – Free Nature Image on Unsplash","","","","","https://unsplash.com/photos/brown-rock-formation-under-blue-sky-CSpjU6hYo_0?utm_source=Start&utm_medium=referral&utm_campaign=api-credit","","","2023-12-03 19:31:34","2024-01-12 08:53:10","2023-12-03 19:31:34","","","","","","","","","","","","","","","","","","","","","","","C:\Users\rapha\Zotero\storage\CP2BCEBP\brown-rock-formation-under-blue-sky-CSpjU6hYo_0.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P793EU7M","webpage","","","Free Architecture Image on Unsplash","","","","","https://unsplash.com/photos/bVtBJ-ntnV0?utm_source=Start&utm_medium=referral&utm_campaign=api-credit","","","2023-02-20 18:23:48","2024-01-12 08:53:10","2023-02-20 18:23:48","","","","","","","","","","","","","","","","","","","","","","","C:\Users\rapha\Zotero\storage\GYX7SUGV\bVtBJ-ntnV0.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8UWDZYDB","webpage","","","a lake surrounded by mountains and trees photo – Free Bluntautal Image on Unsplash","","","","","https://unsplash.com/photos/zV6FS2v_yAs?utm_source=Start&utm_medium=referral&utm_campaign=api-credit","","","2023-03-14 10:11:40","2024-01-12 08:53:10","2023-03-14 10:11:40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W8A6ST4M","webpage","","","a large group of rocks in the middle of a forest photo – Free Utah Image on Unsplash","","","","","https://unsplash.com/photos/vAfHuFAxS3A?utm_source=Start&utm_medium=referral&utm_campaign=api-credit","","","2023-03-14 16:12:52","2024-01-12 08:53:10","2023-03-14 16:12:52","","","","","","","","","","","","","","","","","","","","","","","C:\Users\rapha\Zotero\storage\IHJQPG84\vAfHuFAxS3A.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4E9TRP8Q","webpage","","","Free Nature Image on Unsplash","","","","","https://unsplash.com/photos/T_Qe4QlMIvQ?utm_source=Start&utm_medium=referral&utm_campaign=api-credit","","","2023-03-16 17:37:15","2024-01-12 08:53:10","2023-03-16 17:37:15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2D4N9ID","webpage","2020","Unsplash","Photo by Janis Fasel on Unsplash","","","","","https://unsplash.com/photos/snow-covered-mountain-during-daytime-0TvsqeCebkQ","Mountain by sunset – Download this photo by Janis Fasel on Unsplash","2020-10-25","2024-01-18 09:09:35","2024-01-18 09:09:35","2024-01-18 09:09:35","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\FC3EINGZ\snow-covered-mountain-during-daytime-0TvsqeCebkQ.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JEB6BUJJ","webpage","2023","Unsplash","Photo by Pavel Keyzik on Unsplash","","","","","https://unsplash.com/photos/a-large-body-of-water-surrounded-by-mountains-3cRY2JBuYMs","Lake in the middle of mountains covered with clouds – Download this photo by Pavel Keyzik on Unsplash","2023-07-23","2024-01-09 10:54:58","2024-01-12 09:11:04","2024-01-09 10:54:58","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\JRDP2NIN\a-large-body-of-water-surrounded-by-mountains-3cRY2JBuYMs.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJURGD56","webpage","2019","Unsplash","Photo by Iman Gozal on Unsplash","","","","","https://unsplash.com/photos/cloud-formations-3vqMEeKUfq0","Road to Clouds - Hamedan – Download this photo by Iman Gozal on Unsplash","2019-07-16","2024-01-08 09:20:21","2024-01-12 09:11:04","2024-01-08 09:20:21","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FL3M4FPZ","webpage","2023","Unsplash","Photo by Harri P on Unsplash","","","","","https://unsplash.com/photos/a-person-standing-in-the-middle-of-a-snow-covered-field-xbcAY5MYKRw","Lemmenjoki – Download this photo by Harri P on Unsplash","2023-03-07","2024-01-05 09:20:41","2024-01-12 09:11:04","2024-01-05 09:20:41","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YUCIQ7WA","webpage","2021","Unsplash","Photo by Zongnan Bao on Unsplash","","","","","https://unsplash.com/photos/white-and-brown-house-on-green-grass-field-near-gray-rocky-mountain-under-white-cloudy-sky-68GOUCjE6Z0","白石崖，甘南 – Download this photo by Zongnan Bao on Unsplash","2021-08-01","2023-12-28 15:11:42","2024-01-12 09:11:04","2023-12-28 15:11:42","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I28C5WXK","webpage","2021","Unsplash","Photo by Yannes Kiefer on Unsplash","","","","","https://unsplash.com/photos/a-mountain-range-with-a-lake-in-the-foreground-Gjdv7r62OLA","Download this photo by Yannes Kiefer on Unsplash","2021-10-05","2023-12-23 17:07:53","2024-01-12 09:11:04","2023-12-23 17:07:53","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\IIJPNBN5\a-mountain-range-with-a-lake-in-the-foreground-Gjdv7r62OLA.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZ8YHIPC","webpage","2020","Unsplash","Photo by Federico Di Dio photography on Unsplash","","","","","https://unsplash.com/photos/brown-rock-formation-near-body-of-water-during-daytime-a1juGVInn5U","Iceland |  If you want, credit me by linking back on my website www.fdsmilano.it and tag me on instagram @didiofederico . Thank you for dowload my photos :) FDS Milano | Federico Di Dio – Download this photo by Federico Di Dio photography on Unsplash","2020-11-15","2023-12-23 13:31:10","2024-01-12 09:11:04","2023-12-23 13:31:10","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JED7BGK7","webpage","2021","Unsplash","Photo by Anmol Arora on Unsplash","","","","","https://unsplash.com/photos/person-in-green-jacket-and-pink-pants-lying-on-brown-wooden-boat-on-lake-during-daytime-fSs7jp_rx0w","View from the kee monastery – Download this photo by Anmol Arora on Unsplash","2021-04-24","2023-12-22 20:55:31","2024-01-12 09:11:04","2023-12-22 20:55:31","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGQM9LVH","webpage","2021","Unsplash","Photo by Federico Di Dio photography on Unsplash","","","","","https://unsplash.com/photos/a-castle-perched-on-top-of-a-lush-green-hillside-VwIY7ZPLjtc","Download this photo by Federico Di Dio photography on Unsplash","2021-11-09","2023-12-22 13:07:14","2024-01-12 09:11:04","2023-12-22 13:07:14","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\2Y7XTJ9Z\a-castle-perched-on-top-of-a-lush-green-hillside-VwIY7ZPLjtc.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
